,Stock1,Stock2,Pvalue,Category
5169,SMCI,RPD,0.6325791970742105,0
5170,SVMK,RP,0.8022209651369687,0
5171,SYKE,RCII,0.009348137478228484,1
5172,SYNA,SABR,0.24881437233745324,0
5173,SNPS,SANM,0.9675642806103861,0
5174,TTWO,SPNS,0.3640178329809205,0
5175,TLND,SGMS,0.5393920326838262,0
5176,TENB,STX,0.8630337998165936,0
5177,TXN,SCWX,0.1043019899685858,0
5178,DSGX,SMTC,0.9566119605243366,0
5179,MIDD,SLAB,0.7700815152051956,0
5180,TTD,SIMO,0.5357204044598514,0
5181,TSEM,SLP,0.23461502167986775,0
5182,TRIP,SINA,0.6470055392709855,0
5183,TTEC,SITM,0.19375506120945907,0
5184,TTMI,SWKS,0.6545147185092872,0
5185,UCTT,SEDG,0.8331932332921392,0
5186,UPLD,SY,0.9003164964348861,0
5187,UPWK,SPLK,0.2608112874642816,0
5188,VRNS,SPT,0.3386622813052964,0
5189,VRNT,SPSC,0.5411528474079073,0
5190,VRSN,SSNC,0.0045911021388530164,1
5191,VRSK,STNE,0.2073343701963007,0
5192,VERX,SPWR,0.19062075482517427,0
5193,VSAT,SMCI,0.382640440199567,0
5194,VIAV,SVMK,0.8088873771970826,0
5195,VRTU,SYKE,0.18261622663079985,0
5196,WB,SYNA,0.7549041439988216,0
5197,WDC,SNPS,0.7659747794218286,0
5198,WIX,TTWO,0.06460173317741551,0
5199,WDAY,TLND,1.0,0
5200,XLNX,TENB,0.1613995260421034,0
5201,XPER,TXN,0.11389217123854484,0
5202,YNDX,DSGX,0.8727819035955003,0
5203,ZBRA,MIDD,0.06736832345573379,0
5204,ZM,TTD,0.9785665215297932,0
5205,ZI,TSEM,0.5723214753094558,0
5206,ZS,TRIP,0.7974388154613026,0
5207,ZNGA,TTEC,0.5979919041101711,0
5208,VNET,TTEC,0.43369370099825044,0
5209,TWOU,TTMI,0.6675796511132285,0
5210,JOBS,UCTT,0.5446300404224358,0
5211,EGHT,UPLD,0.18379902816471383,0
5212,ACIA,UPWK,0.08818864800906923,0
5213,ACIW,VRNS,0.6270429078224519,0
5214,ACMR,VRNT,0.7125007950680233,0
5215,ATVI,VRSN,0.10799912540536721,0
5216,ADBE,VRSK,0.988852655262612,0
5217,AMD,VERX,0.4174856221633233,0
5218,API,VSAT,1.0,-3
5219,ALRM,VIAV,0.620500863716078,0
5220,MDRX,VRTU,0.002462665588378511,1
5221,GOOG,WB,0.8321471846511286,0
5222,GOOGL,WDC,0.8997416648123276,0
5223,ALTR,WIX,0.028937457879933473,0
5224,AMBA,WDAY,0.3470951304492485,0
5225,DOX,XLNX,0.18929886680085128,0
5226,AMKR,XPER,0.3789513472478312,0
5227,ADI,YNDX,0.1161162878252176,0
5228,ANSS,ZBRA,0.8856211587035924,0
5229,APPF,ZM,0.8081241280061644,0
5230,APPN,ZI,0.6317344309128565,0
5231,AAPL,ZS,0.8659444622212276,0
5232,AMAT,ZNGA,0.2267794452932056,0
5233,ASML,VNET,0.36960477428286465,0
5234,AZPN,TWOU,0.3890331366638166,0
5235,TEAM,JOBS,0.8968955687928617,0
5236,ADSK,EGHT,0.18814569590981844,0
5237,ADP,ACIA,0.47874962174808977,0
5238,AVT,ACIW,0.5548964584795603,0
5239,BIDU,ACMR,0.45863144387369204,0
5240,BAND,ATVI,0.19080533934993754,0
5241,BIGC,ADBE,0.5688104689887652,0
5242,BILI,AMD,0.5014843028405105,0
5243,BLKB,API,1.0,-3
5244,BL,ALRM,0.7586911875804567,0
5245,EPAY,MDRX,0.72738578690372,0
5246,AVGO,GOOG,0.8899362061079185,0
5247,BRKS,GOOGL,0.7765920612927326,0
5248,CCMP,ALTR,0.46234937101335016,0
5249,CDNS,AMBA,0.074634861797286,0
5250,CSIQ,DOX,0.9910246504399243,0
5251,CDLX,AMKR,0.6579192807250783,0
5252,CARG,ADI,0.7812387848439508,0
5253,CRNC,ANSS,0.73366207096128,0
5254,CERN,APPF,0.5709620974294878,0
5255,CHNG,APPN,0.2606868477011681,0
5256,CHKP,AAPL,0.055516710494232305,0
5257,CRUS,AMAT,0.7359505269921572,0
5258,CSCO,ASML,0.8668442592682868,0
5259,CTXS,AZPN,0.6531119603882092,0
5260,CTSH,TEAM,0.4626385930679074,0
5261,COMM,ADSK,0.6785913633381178,0
5262,CVLT,ADP,0.06919588827708187,0
5263,CSOD,AVT,0.16772547752845457,0
5264,COUP,BIDU,0.6552978780020374,0
5265,CREE,BAND,0.7976528965754355,0
5266,CRWD,BIGC,0.8224386438401966,0
5267,CSGS,BILI,0.6722025025286451,0
5268,CYBR,BLKB,0.26890906481046983,0
5269,DADA,BL,0.3716499807526845,0
5270,DDOG,EPAY,0.3442875271283684,0
5271,DIOD,AVGO,0.1721991530259207,0
5272,DOCU,BRKS,0.7026537235751917,0
5273,DOMO,CCMP,0.9789781697783955,0
5274,DOYU,CDNS,0.11541383616544043,0
5275,DBX,CSIQ,0.8332368481314967,0
5276,DCT,CDLX,0.1748308790326259,0
5277,SATS,CARG,0.8734055859615124,0
5278,EA,CRNC,0.3894760047285184,0
5279,ENPH,CERN,0.8213042462005319,0
5280,PLUS,CHNG,0.5248161087163712,0
5281,ERIC,CHKP,0.008249807071126542,1
5282,EVBG,CRUS,0.8443120454219543,0
5283,FFIV,CSCO,0.6762392672170585,0
5284,FB,CTXS,0.9832582878985232,0
5285,FEYE,CTSH,0.051547548609647054,0
5286,FSLR,COMM,0.3991250888318325,0
5287,FISV,CVLT,0.07466501415168779,0
5288,FIVN,CSOD,0.6307936576612347,0
5289,FLEX,COUP,0.6071826193708784,0
5290,FORM,CREE,0.7227945035432255,0
5291,FORTY,CRWD,1.0,-3
5292,FTNT,CSGS,0.05241329448750216,0
5293,GDS,CYBR,0.03801469960172552,0
5294,GLUU,DADA,0.8180439482137732,0
5295,HHR,DDOG,0.03273664318682221,0
5296,HCAT,DIOD,0.5886625116906173,0
5297,INFO,DOCU,0.645731418938067,0
5298,INOV,DOMO,0.3004189422313176,0
5299,INTC,DOYU,0.4944721235078905,0
5300,INTU,DBX,0.9741704592331739,0
5301,IPGP,DCT,0.5311533452782545,0
5302,JCOM,SATS,0.8591248232434721,0
5303,JKHY,EA,0.9114113584920036,0
5304,JAMF,ENPH,8.377060468834153e-05,1
5305,YY,PLUS,0.48841141496021906,0
5306,KELYB,ERIC,4.6217208337644406e-05,1
5307,KC,EVBG,0.07925701216962999,0
5308,KLIC,FFIV,0.027239423921004327,0
5309,LRCX,FB,0.6277695709015143,0
5310,LSCC,FEYE,0.30323139600720317,0
5311,LTRPB,FSLR,0.015231765647265447,0
5312,LECO,FISV,0.3565670135030595,0
5313,LPSN,FIVN,0.8106645571867477,0
5314,LVGO,FLEX,0.6076372608648994,0
5315,LOGI,FORM,0.08431534266396978,0
5316,LOGM,FORTY,1.0,-3
5317,MTSI,FTNT,0.604869290789188,0
5318,MANH,GDS,0.14043479057397323,0
5319,MRVL,GLUU,0.9920054591512535,0
5320,MTCH,HHR,0.0848939261928654,0
5321,MTLS,HCAT,0.9125042761223483,0
5322,MXIM,INFO,0.025123019203216475,0
5323,MGRC,INOV,0.6929474349295284,0
5324,MCHP,INTC,0.7626709162645242,0
5325,MU,INTU,0.6767073210535972,0
5326,MSFT,IPGP,0.732602649394046,0
5327,MSTR,JCOM,0.15185739588683822,0
5328,MIME,JKHY,0.16309193038229802,0
5329,MOMO,JAMF,0.2625233496606532,0
5330,MDB,YY,0.5459470200186171,0
5331,MPWR,KELYB,0.4791733022813688,0
5332,NATI,KC,0.19553966450653987,0
5333,NCNO,KLIC,0.8760206044613892,0
5334,NTAP,LRCX,0.6525262137394425,0
5335,NTCT,LSCC,0.5781470722929888,0
5336,NICE,LTRPB,0.7957883224005442,0
5337,NLOK,LECO,0.11477733866757117,0
5338,NUAN,LPSN,0.0013144808288978373,1
5339,NTNX,LVGO,0.9654247193526908,0
5340,NVDA,LOGI,0.774964244081827,0
5341,NXPI,LOGM,0.02794377143703181,0
5342,OKTA,MTSI,0.46857175577433685,0
5343,OMCL,MANH,0.21280094975372793,0
5344,ON,MRVL,0.24823959141682322,0
5345,OTEX,MTCH,0.35957455960738816,0
5346,OPRA,MTLS,0.4853937874320773,0
5347,OSIS,MXIM,0.7505834502834218,0
5348,PCTY,MGRC,0.6472683992968609,0
5349,PEGA,MCHP,0.5295530162717108,0
5350,PRFT,MU,0.054877437246250535,0
5351,PLXS,MSFT,0.5272995579340433,0
5352,PS,MSTR,0.7845147379837967,0
5353,POWI,MIME,0.3234968037539741,0
5354,PRGS,MOMO,0.014298849949450779,0
5355,PFPT,MDB,0.8507216866772399,0
5356,PTC,MPWR,0.6906608553379565,0
5357,QRVO,NATI,0.02220889118660043,0
5358,QCOM,NCNO,0.22650809076931566,0
5359,QLYS,NTAP,0.9207178970914882,0
5360,RXT,NTCT,0.15182314894328974,0
5361,RMBS,NICE,0.587416295623138,0
5362,RPD,NLOK,0.5716066380165767,0
5363,RP,NUAN,0.1762028753331511,0
5364,RCII,NTNX,0.6756298989584406,0
5365,SABR,NVDA,0.4200147971877883,0
5366,SANM,NXPI,0.517575066961962,0
5367,SPNS,OKTA,0.7831919770087206,0
5368,SGMS,OMCL,0.7470575329819271,0
5369,STX,ON,0.6823708043479755,0
5370,SCWX,OTEX,0.004048918227050003,1
5371,SMTC,OPRA,0.7625313840663943,0
5372,SLAB,OSIS,0.044428639001675804,0
5373,SIMO,PCTY,0.6810997763848687,0
5374,SLP,PEGA,0.06878911550903934,0
5375,SINA,PRFT,0.14576079898146066,0
5376,SITM,PLXS,0.4243300646624979,0
5377,SWKS,PS,0.4131088573180335,0
5378,SEDG,POWI,0.2003853195376774,0
5379,SY,PRGS,0.16325651486411435,0
5380,SPLK,PFPT,0.8182419407466587,0
5381,SPT,PTC,0.6307346890226788,0
5382,SPSC,QRVO,0.6277019002295752,0
5383,SSNC,QCOM,0.5623908768407543,0
5384,STNE,QLYS,0.2596952366961158,0
5385,SPWR,RXT,0.8472080421964194,0
5386,SMCI,RMBS,0.5543082486423674,0
5387,SVMK,RPD,0.8199233238722194,0
5388,SYKE,RP,0.5697545307488266,0
5389,SYNA,RCII,0.02736908002384804,0
5390,SNPS,SABR,0.4609046107683816,0
5391,TTWO,SANM,0.4470294796040569,0
5392,TLND,SPNS,0.5858641025819171,0
5393,TENB,SGMS,0.4260409596697737,0
5394,TXN,STX,0.9605345361992151,0
5395,DSGX,SCWX,0.6561289194063707,0
5396,MIDD,SMTC,0.6737728185762807,0
5397,TTD,SLAB,0.2591810869458844,0
5398,TSEM,SIMO,0.33757801650525115,0
5399,TRIP,SLP,0.0024959935276516643,1
5400,TTEC,SINA,0.8871494679057094,0
5401,TTMI,SITM,0.3946225514539294,0
5402,UCTT,SWKS,0.3581232751128388,0
5403,UPLD,SEDG,0.9118193658836802,0
5404,UPWK,SY,0.3234729490436099,0
5405,VRNS,SPLK,0.8608342548433892,0
5406,VRNT,SPT,0.001318660411640456,1
5407,VRSN,SPSC,0.004328568617277399,1
5408,VRSK,SSNC,0.27552776737377693,0
5409,VERX,STNE,0.23336713519282426,0
5410,VSAT,SPWR,0.538659934202606,0
5411,VIAV,SMCI,0.7898195822847573,0
5412,VRTU,SVMK,0.61450497493892,0
5413,WB,SYKE,0.846418617994831,0
5414,WDC,SYNA,0.2682956912651889,0
5415,WIX,SNPS,0.15533845081470943,0
5416,WDAY,TTWO,1.0,0
5417,XLNX,TLND,0.2237875358481261,0
5418,XPER,TENB,0.7292029825657776,0
5419,YNDX,TXN,0.7501779554694864,0
5420,ZBRA,DSGX,0.24702874782842488,0
5421,ZM,MIDD,0.9611863549611909,0
5422,ZI,TTD,0.7119276705557941,0
5423,ZS,TSEM,0.5617461637002055,0
5424,ZNGA,TRIP,0.03214445922239531,0
5425,VNET,TRIP,0.35631643551896747,0
5426,TWOU,TTEC,0.38324421901018957,0
5427,JOBS,TTMI,0.22112171385543405,0
5428,EGHT,UCTT,0.049051883157358575,0
5429,ACIA,UPLD,0.09180213988754565,0
5430,ACIW,UPWK,0.7551823772894286,0
5431,ACMR,VRNS,0.78033566220372,0
5432,ATVI,VRNT,0.16298664204709756,0
5433,ADBE,VRSN,0.9811813661355883,0
5434,AMD,VRSK,0.7218954379829274,0
5435,API,VERX,1.0,-3
5436,ALRM,VSAT,0.1848672084767901,0
5437,MDRX,VIAV,0.7878731571574431,0
5438,GOOG,VRTU,0.9699889481403466,0
5439,GOOGL,WB,0.780378748820415,0
5440,ALTR,WDC,0.11936888958862524,0
5441,AMBA,WIX,0.9225596359136432,0
5442,DOX,WDAY,0.37294790446485415,0
5443,AMKR,XLNX,0.5072906395642288,0
5444,ADI,XPER,0.22455847962750175,0
5445,ANSS,YNDX,0.015026080316069461,0
5446,APPF,ZBRA,0.5196632577228344,0
5447,APPN,ZM,0.07098815875996069,0
5448,AAPL,ZI,0.9154077168517447,0
5449,AMAT,ZS,0.09253536750401803,0
5450,ASML,ZNGA,0.3120369384852739,0
5451,AZPN,VNET,0.8971556965168415,0
5452,TEAM,TWOU,0.8782569250514237,0
5453,ADSK,JOBS,0.0790728513393214,0
5454,ADP,EGHT,0.5357053837138523,0
5455,AVT,ACIA,0.019767908541000953,0
5456,BIDU,ACIW,0.24006274496866964,0
5457,BAND,ACMR,0.850343213962286,0
5458,BIGC,ATVI,0.7299704987406248,0
5459,BILI,ADBE,0.1640353766738013,0
5460,BLKB,AMD,0.34253925786693645,0
5461,BL,API,1.0,-3
5462,EPAY,ALRM,0.4297577330098503,0
5463,AVGO,MDRX,0.8394502262305688,0
5464,BRKS,GOOG,0.7775576593072001,0
5465,CCMP,GOOGL,0.3993020393943345,0
5466,CDNS,ALTR,0.011841989647780861,0
5467,CSIQ,AMBA,0.33635026492430115,0
5468,CDLX,DOX,0.5343593304753712,0
5469,CARG,AMKR,0.6885824729487329,0
5470,CRNC,ADI,0.1414693460134238,0
5471,CERN,ANSS,0.5388496550399742,0
5472,CHNG,APPF,0.4790243173073794,0
5473,CHKP,APPN,0.2587728672444324,0
5474,CRUS,AAPL,0.47498575399742077,0
5475,CSCO,AMAT,0.9177092612706695,0
5476,CTXS,ASML,0.337801960728876,0
5477,CTSH,AZPN,0.4795295890493182,0
5478,COMM,TEAM,0.5593745704269053,0
5479,CVLT,ADSK,0.5487502258235301,0
5480,CSOD,ADP,0.20799431511410688,0
5481,COUP,AVT,0.8087424021026153,0
5482,CREE,BIDU,0.931484053321683,0
5483,CRWD,BAND,0.8089072858244843,0
5484,CSGS,BIGC,0.1841382504423389,0
5485,CYBR,BILI,0.6228278105528606,0
5486,DADA,BLKB,0.41693446401718637,0
5487,DDOG,BL,0.7050522006069706,0
5488,DIOD,EPAY,0.20608585518186395,0
5489,DOCU,AVGO,0.6541187720514826,0
5490,DOMO,BRKS,0.979538395225181,0
5491,DOYU,CCMP,0.9858968946059784,0
5492,DBX,CDNS,0.7323895111528126,0
5493,DCT,CSIQ,0.19599762967924217,0
5494,SATS,CDLX,0.6311015776234414,0
5495,EA,CARG,0.24636722430234753,0
5496,ENPH,CRNC,0.007846581663547864,1
5497,PLUS,CERN,0.43047571769526033,0
5498,ERIC,CHNG,0.011244842552067291,0
5499,EVBG,CHKP,0.7740303598324865,0
5500,FFIV,CRUS,0.7901987479675332,0
5501,FB,CSCO,0.8168771282858693,0
5502,FEYE,CTXS,0.3524296733206632,0
5503,FSLR,CTSH,0.8526674297705756,0
5504,FISV,COMM,0.10228388763503493,0
5505,FIVN,CVLT,0.3637816895391248,0
5506,FLEX,CSOD,0.6744846066570438,0
5507,FORM,COUP,0.7082905708981502,0
5508,FORTY,CREE,1.0,-3
5509,FTNT,CRWD,0.7200463011828653,0
5510,GDS,CSGS,0.04773443883495741,0
5511,GLUU,CYBR,0.08777510934014471,0
5512,HHR,DADA,0.1385387115954247,0
5513,HCAT,DDOG,0.8974310099998695,0
5514,INFO,DIOD,0.4812682277777625,0
5515,INOV,DOCU,0.39175697058940767,0
5516,INTC,DOMO,0.3895528422231872,0
5517,INTU,DOYU,0.6647094697852992,0
5518,IPGP,DBX,0.6379517943228745,0
5519,JCOM,DCT,0.782383102406002,0
5520,JKHY,SATS,0.8770694661801806,0
5521,JAMF,EA,0.0016331791178165933,1
5522,YY,ENPH,0.2799656781311366,0
5523,KELYB,PLUS,9.30171293726488e-09,1
5524,KC,ERIC,0.35047563562127526,0
5525,KLIC,EVBG,0.014591992340105369,0
5526,LRCX,FFIV,0.8247839210162622,0
5527,LSCC,FB,0.04219535300641438,0
5528,LTRPB,FEYE,0.03555798934887218,0
5529,LECO,FSLR,0.00493853917119767,1
5530,LPSN,FISV,0.6366262598709556,0
5531,LVGO,FIVN,0.0004548361946891985,1
5532,LOGI,FLEX,0.3646880137403986,0
5533,LOGM,FORM,0.2905738207965932,0
5534,MTSI,FORTY,1.0,-3
5535,MANH,FTNT,0.07337900788204485,0
5536,MRVL,GDS,0.7406185100992047,0
5537,MTCH,GLUU,0.48108884786381473,0
5538,MTLS,HHR,1.0,0
5539,MXIM,HCAT,0.009855868271764323,1
5540,MGRC,INFO,0.9394840070881012,0
5541,MCHP,INOV,0.8276190968974253,0
5542,MU,INTC,0.9414459384636281,0
5543,MSFT,INTU,0.3058730805129315,0
5544,MSTR,IPGP,0.08346600161241757,0
5545,MIME,JCOM,0.6834460323041256,0
5546,MOMO,JKHY,0.7682897755907443,0
5547,MDB,JAMF,0.8039616741401869,0
5548,MPWR,YY,0.6091909415098155,0
5549,NATI,KELYB,0.6042802581909703,0
5550,NCNO,KC,0.8683966680346411,0
5551,NTAP,KLIC,0.839587912244163,0
5552,NTCT,LRCX,0.9497526456018106,0
5553,NICE,LSCC,0.2878995662567686,0
5554,NLOK,LTRPB,0.8191209830836996,0
5555,NUAN,LECO,0.19937074427303564,0
5556,NTNX,LPSN,0.9710000821424343,0
5557,NVDA,LVGO,0.8891452923775836,0
5558,NXPI,LOGI,0.42101323566329596,0
5559,OKTA,LOGM,0.4728279411009629,0
5560,OMCL,MTSI,0.11415607907912056,0
5561,ON,MANH,0.14720438276341957,0
5562,OTEX,MRVL,0.023880334801976526,0
5563,OPRA,MTCH,0.7425945406075392,0
5564,OSIS,MTLS,0.8438745543226571,0
5565,PCTY,MXIM,0.7609065825393224,0
5566,PEGA,MGRC,0.7612307906672087,0
5567,PRFT,MCHP,0.4956324770110255,0
5568,PLXS,MU,0.289514921424401,0
5569,PS,MSFT,0.8727134659853988,0
5570,POWI,MSTR,0.02696871524769842,0
5571,PRGS,MIME,0.7627713169811308,0
5572,PFPT,MOMO,0.09992709288962265,0
5573,PTC,MDB,0.633262357183324,0
5574,QRVO,MPWR,0.05186260613525775,0
5575,QCOM,NATI,0.0465869463665515,0
5576,QLYS,NCNO,0.48448117226770326,0
5577,RXT,NTAP,0.9844600865720952,0
5578,RMBS,NTCT,0.7946341974456728,0
5579,RPD,NICE,0.5465807345866447,0
5580,RP,NLOK,0.2595921177533169,0
5581,RCII,NUAN,0.06432406357470243,0
5582,SABR,NTNX,0.8377256089038378,0
5583,SANM,NVDA,0.5639223039357153,0
5584,SPNS,NXPI,0.17452324330229063,0
5585,SGMS,OKTA,0.5915827052384874,0
5586,STX,OMCL,0.6064154054326508,0
5587,SCWX,ON,0.0007592119668075182,1
5588,SMTC,OTEX,0.42300137229395807,0
5589,SLAB,OPRA,0.0326520666233922,0
5590,SIMO,OSIS,0.6033980207827787,0
5591,SLP,PCTY,0.31658559982174816,0
5592,SINA,PEGA,0.051053457695243276,0
5593,SITM,PRFT,0.14224674988595032,0
5594,SWKS,PLXS,0.13925825447313578,0
5595,SEDG,PS,0.9694834045610197,0
5596,SY,POWI,0.04526214287091991,0
5597,SPLK,PRGS,0.769961114339848,0
5598,SPT,PFPT,0.9197093582089777,0
5599,SPSC,PTC,0.2509297223579797,0
5600,SSNC,QRVO,0.9056845429158055,0
5601,STNE,QCOM,0.005439871207934246,1
5602,SPWR,QLYS,0.9773234294599975,0
5603,SMCI,RXT,0.5861389730599834,0
5604,SVMK,RMBS,0.8029669203994241,0
5605,SYKE,RPD,0.6679812410270255,0
5606,SYNA,RP,0.10799488914245747,0
5607,SNPS,RCII,0.9700595112500848,0
5608,TTWO,SABR,0.6432542189508855,0
5609,TLND,SANM,0.764608223372206,0
5610,TENB,SPNS,0.13862779500294348,0
5611,TXN,SGMS,0.7096191891910504,0
5612,DSGX,STX,0.9542696170190318,0
5613,MIDD,SCWX,0.7150646332921938,0
5614,TTD,SMTC,0.42065653043508866,0
5615,TSEM,SLAB,0.42118047805279873,0
5616,TRIP,SIMO,0.08337635959628814,0
5617,TTEC,SLP,0.25375598736934657,0
5618,TTMI,SINA,0.45044537114298333,0
5619,UCTT,SITM,0.8024088566040464,0
5620,UPLD,SWKS,0.8942634522199624,0
5621,UPWK,SEDG,0.282300706250744,0
5622,VRNS,SY,0.27791594134427017,0
5623,VRNT,SPLK,0.751262594203715,0
5624,VRSN,SPT,0.00541802877065344,1
5625,VRSK,SPSC,0.3423423331933929,0
5626,VERX,SSNC,0.0687840837903529,0
5627,VSAT,STNE,0.2609308870720227,0
5628,VIAV,SPWR,0.6806893946756983,0
5629,VRTU,SMCI,0.6163977888508456,0
5630,WB,SVMK,0.48541011185332766,0
5631,WDC,SYKE,0.27267036656629084,0
5632,WIX,SYNA,0.09402721139000386,0
5633,WDAY,SNPS,0.841008689237024,0
5634,XLNX,TTWO,0.1965799198363098,0
5635,XPER,TLND,0.6246409548693743,0
5636,YNDX,TENB,0.2703245305804388,0
5637,ZBRA,TXN,0.27882326418745873,0
5638,ZM,DSGX,0.8063090727075515,0
5639,ZI,MIDD,0.6511267013688584,0
5640,ZS,TTD,0.9760434489821344,0
5641,ZNGA,TSEM,0.5747492342592762,0
5642,VNET,TSEM,0.3840457336047084,0
5643,TWOU,TRIP,0.3025868670525509,0
5644,JOBS,TTEC,0.509685274658508,0
5645,EGHT,TTMI,0.04858932675928638,0
5646,ACIA,UCTT,0.018084078193433096,0
5647,ACIW,UPLD,0.7245647342079942,0
5648,ACMR,UPWK,0.5049780195690841,0
5649,ATVI,VRNS,0.10255919273250064,0
5650,ADBE,VRNT,0.11480861103254586,0
5651,AMD,VRSN,0.7895558665228498,0
5652,API,VRSK,1.0,-3
5653,ALRM,VERX,0.17190362779931123,0
5654,MDRX,VSAT,0.44881545644162396,0
5655,GOOG,VIAV,0.18663998191494363,0
5656,GOOGL,VRTU,0.9675059131972035,0
5657,ALTR,WB,0.1518896333334247,0
5658,AMBA,WDC,0.932756693614173,0
5659,DOX,WIX,0.3623437571011595,0
5660,AMKR,WDAY,0.28411267794040185,0
5661,ADI,XLNX,0.4132810530879535,0
5662,ANSS,XPER,0.43262888131926647,0
5663,APPF,YNDX,0.7939541852286035,0
5664,APPN,ZBRA,0.6889064459674561,0
5665,AAPL,ZM,0.8456239104674679,0
5666,AMAT,ZI,0.22791205860648178,0
5667,ASML,ZS,0.36299347358568274,0
5668,AZPN,ZNGA,0.19340790306660366,0
5669,TEAM,VNET,0.8798056157181149,0
5670,ADSK,TWOU,0.2190540332930212,0
5671,ADP,JOBS,0.5944621442482655,0
5672,AVT,EGHT,0.2601948930123048,0
5673,BIDU,ACIA,0.2909802585879835,0
5674,BAND,ACIW,0.6239673846528433,0
5675,BIGC,ACMR,0.6836942267135114,0
5676,BILI,ATVI,0.13370445621475385,0
5677,BLKB,ADBE,0.711911315611489,0
5678,BL,AMD,0.8468240213233709,0
5679,EPAY,API,1.0,-3
5680,AVGO,ALRM,0.7829840899534395,0
5681,BRKS,MDRX,0.6582337932169561,0
5682,CCMP,GOOG,0.40421778579470885,0
5683,CDNS,GOOGL,0.2460284499998483,0
5684,CSIQ,ALTR,0.8373826251395644,0
5685,CDLX,AMBA,0.7603254408537368,0
5686,CARG,DOX,0.2961233867405002,0
5687,CRNC,AMKR,0.8254135108767429,0
5688,CERN,ADI,0.5026847549706579,0
5689,CHNG,ANSS,0.3608745704496553,0
5690,CHKP,APPF,0.022719822849061905,0
5691,CRUS,APPN,0.48979434116802956,0
5692,CSCO,AAPL,0.669212496252392,0
5693,CTXS,AMAT,0.4773536333010245,0
5694,CTSH,ASML,0.27098119792667075,0
5695,COMM,AZPN,0.5835200664567544,0
5696,CVLT,TEAM,0.5628606949820861,0
5697,CSOD,ADSK,0.18327907641524788,0
5698,COUP,ADP,0.7872808072334305,0
5699,CREE,AVT,0.8912576650621431,0
5700,CRWD,BIDU,0.9540955654701502,0
5701,CSGS,BAND,0.7551701860381076,0
5702,CYBR,BIGC,0.21060445586135906,0
5703,DADA,BILI,0.5400231725905831,0
5704,DDOG,BLKB,0.6125618293763282,0
5705,DIOD,BL,0.44512894927350494,0
5706,DOCU,EPAY,0.5113652022479105,0
5707,DOMO,AVGO,0.8081236018920941,0
5708,DOYU,BRKS,0.9711748989094517,0
5709,DBX,CCMP,0.3302258857597964,0
5710,DCT,CDNS,0.11552449744335386,0
5711,SATS,CSIQ,0.7615473105653938,0
5712,EA,CDLX,0.5269700076219681,0
5713,ENPH,CARG,0.9308129417053538,0
5714,PLUS,CRNC,0.24824848534663074,0
5715,ERIC,CERN,0.006415150016493722,1
5716,EVBG,CHNG,0.8547074000346476,0
5717,FFIV,CHKP,0.7151806517801039,0
5718,FB,CRUS,0.8211867173712052,0
5719,FEYE,CSCO,0.4694821087101028,0
5720,FSLR,CTXS,0.9024847157510071,0
5721,FISV,CTSH,0.11567874106404635,0
5722,FIVN,COMM,0.6008491695368079,0
5723,FLEX,CVLT,0.84369017903755,0
5724,FORM,CSOD,0.6678556858226334,0
5725,FORTY,COUP,1.0,-3
5726,FTNT,CREE,0.3872664114094971,0
5727,GDS,CRWD,0.048133402579738555,0
5728,GLUU,CSGS,0.45506926433504497,0
5729,HHR,CYBR,0.017898569282600793,0
5730,HCAT,DADA,0.860704381974815,0
5731,INFO,DDOG,0.41694774552990016,0
5732,INOV,DIOD,0.24028202124913556,0
5733,INTC,DOCU,0.3992464675958737,0
5734,INTU,DOMO,0.7143163893819956,0
5735,IPGP,DOYU,0.6970787369284941,0
5736,JCOM,DBX,0.35423091445092736,0
5737,JKHY,DCT,0.5128194499504134,0
5738,JAMF,SATS,6.438313623032689e-08,1
5739,YY,EA,0.6373251572762915,0
5740,KELYB,ENPH,8.214521657900933e-07,1
5741,KC,PLUS,0.3994175856905266,0
5742,KLIC,ERIC,0.05637199417674119,0
5743,LRCX,EVBG,0.5374885035597529,0
5744,LSCC,FFIV,0.37508368414938054,0
5745,LTRPB,FB,0.04640045820674341,0
5746,LECO,FEYE,0.7817698286946068,0
5747,LPSN,FSLR,0.15978400776709956,0
5748,LVGO,FISV,0.3042047106447016,0
5749,LOGI,FIVN,0.19302410297316253,0
5750,LOGM,FLEX,0.9475048030364683,0
5751,MTSI,FORM,0.6467501795329562,0
5752,MANH,FORTY,1.0,-3
5753,MRVL,FTNT,0.986447871271868,0
5754,MTCH,GDS,0.7422579626849133,0
5755,MTLS,GLUU,0.9751919686732273,0
5756,MXIM,HHR,0.012808515970013338,0
5757,MGRC,HCAT,0.22775622882363322,0
5758,MCHP,INFO,0.6694519570844067,0
5759,MU,INOV,0.6327637057169462,0
5760,MSFT,INTC,0.9257381938172561,0
5761,MSTR,INTU,0.7353343075238314,0
5762,MIME,IPGP,0.4504064819140878,0
5763,MOMO,JCOM,0.05132468180044965,0
5764,MDB,JKHY,0.22514646521958953,0
5765,MPWR,JAMF,0.41818186419026404,0
5766,NATI,YY,0.10181867873705375,0
5767,NCNO,KELYB,0.2044404025348613,0
5768,NTAP,KC,0.8191312717833388,0
5769,NTCT,KLIC,0.948079034703961,0
5770,NICE,LRCX,0.7932518444573191,0
5771,NLOK,LSCC,0.19573074052562178,0
5772,NUAN,LTRPB,0.5865409353050098,0
